title,label_id,label,text,keywords
Bash shell for Windows?,10,bash,bash shell for windows ,shell-0.6651	windows-0.5894
Oracle Date Rounding,2,oracle,oracle date rounding,rounding-0.8073	date-0.4856
Multiple Oracle Clients,2,oracle,multiple oracle clients,clients-0.8034	multiple-0.4531
how to evaluate a given path within a bash shell,10,bash,how to evaluate a given path within a bash shell,evaluate-0.5757	given-0.4829
Why am I getting these Errors in the Console when Debugging in XCode?,8,cocoa,why am i getting these errors in the console when debugging in xcode ,console-0.4971	xcode-0.4682
How to Sum the duration in Gridview List by using LINQ to SQL?,18,linq,how to sum the duration in gridview list by using linq to sql ,duration-0.5475	gridview-0.4869
I need to add a choice field to sharepoint that has values depending on the current selection.,14,sharepoint,i need to add a choice field to sharepoint that has values depending on the current selection ,choice-0.4491	depending-0.4051
Best free Excel writer for C# to output datatable to excel,5,excel,best free excel writer for c to output datatable to excel,writer-0.5264	excel-0.4454
Apache httpd cluster logging,4,apache,apache httpd cluster logging,cluster-0.6013	httpd-0.5396
SharePoint Server 2k7 / Office 2003 Integration problem (CT prob.),14,sharepoint,sharepoint server k office integration problem ct prob ,ct-0.5235	prob-0.5027
Getting unique result in Hibernate,12,hibernate,getting unique result in hibernate,unique-0.5976	result-0.5555
Why does Qt add more than three columns when I use restoreState() on a QTableWidget?,16,qt,why does qt add more than three columns when i use restorestate on a qtablewidget ,restorestate-0.5651	qtablewidget-0.4902
How does LINQ implement the SingleOrDefault() method?,18,linq,how does linq implement the singleordefault method ,singleordefault-0.6851	implement-0.4485
Am I using NSTimer correctly in iPhone View-based app?,8,cocoa,am i using nstimer correctly in iphone view based app ,nstimer-0.5495	correctly-0.4307
CAML cannot reference Custom Properties in custom fields.,14,sharepoint,caml cannot reference custom properties in custom fields ,custom-0.5837	caml-0.4829
hibernate one-to-one or component?,12,hibernate,hibernate one to one or component ,component-0.8876	hibernate-0.4607
LinqDataSource and DateTime Format,18,linq,linqdatasource and datetime format,linqdatasource-0.677	datetime-0.5741
What are some good Oracle Db maintenance Tools.,2,oracle,what are some good oracle db maintenance tools ,maintenance-0.5774	tools-0.4721
Qt: Printing pageRect and paperRect issues,16,qt,qt printing pagerect and paperrect issues,pagerect-0.554	paperrect-0.554
What's the difference between the Oracle SYS and SYSTEM accounts?,2,oracle,what s the difference between the oracle sys and system accounts ,accounts-0.6345	sys-0.5805
oracle insert with many bind variables over WAN is very slow,2,oracle,oracle insert with many bind variables over wan is very slow,wan-0.5656	bind-0.429
SVN Weirdness Day 2: SVN List and SVN Update Report Different Things,3,svn,svn weirdness day svn list and svn update report different things,svn-0.5742	weirdness-0.3806
Using @Table with schema name in Hibernate 3.3.1ga and HSQLDB,12,hibernate,using table with schema name in hibernate ga and hsqldb,hsqldb-0.5698	ga-0.5401
ManyToMany in Hibernate without composite keys,12,hibernate,manytomany in hibernate without composite keys,manytomany-0.5799	composite-0.5519
Testing SQL query on Oracle which includes a remote database,2,oracle,testing sql query on oracle which includes a remote database,includes-0.5422	remote-0.4244
CONNECT_BY_ISLEAF with Conditions,2,oracle,connect_by_isleaf with conditions,connect_by_isleaf-0.7648	conditions-0.6443
"Reducing WAV sound file size, without loosing quality",16,qt,reducing wav sound file size without loosing quality,loosing-0.459	reducing-0.4279
[SharePoint] Publishing HTML Field Control Converts Relative URL to Absolute URL,14,sharepoint, sharepoint publishing html field control converts relative url to absolute url,url-0.488	converts-0.4136
How do you link 2 web parts on a SharePoint Page?,14,sharepoint,how do you link web parts on a sharepoint page ,parts-0.5968	link-0.4839
Can ${var} expressions be nested in bash?,10,bash,can var expressions be nested in bash ,var-0.5769	expressions-0.5533
Why do all the Checkbox's in my Outline View check when only one is clicked?,8,cocoa,why do all the checkbox s in my outline view check when only one is clicked ,clicked-0.5282	outline-0.5033
QPainter colored text (syntax coloring),16,qt,qpainter colored text syntax coloring ,coloring-0.5134	qpainter-0.5134
"How should I Fix ""svn: Inconsistent line ending style""?",3,svn,how should i fix svn inconsistent line ending style ,ending-0.5082	inconsistent-0.5082
Hibernate Embeddable Inheritance,12,hibernate,hibernate embeddable inheritance,embeddable-0.7437	inheritance-0.5926
Easy way to make a UILabel cover and exactly match contents of a UITextField?,8,cocoa,easy way to make a uilabel cover and exactly match contents of a uitextfield ,uilabel-0.4323	uitextfield-0.4151
SharePoint Datasheet view read-only custom field,14,sharepoint,sharepoint datasheet view read only custom field,datasheet-0.6306	read-0.4051
LazyInitializationException with session scoped bean,12,hibernate,lazyinitializationexception with session scoped bean,scoped-0.5815	lazyinitializationexception-0.5716
How am I going to reproduce Javascript bugs if I don't have a Mac & Safari?,9,osx,how am i going to reproduce javascript bugs if i don t have a mac safari ,reproduce-0.4807	bugs-0.4557
Can MacOS be run in a VMWare type environment?,9,osx,can macos be run in a vmware type environment ,vmware-0.5723	macos-0.4909
ERROR: request not found in the TrackedRequests. We might be creating and closing webs on different threads.,14,sharepoint,error request not found in the trackedrequests we might be creating and closing webs on different threads ,trackedrequests-0.468	webs-0.468
QtAbstractAdaptor vs. QtAbstractInterface,16,qt,qtabstractadaptor vs qtabstractinterface,qtabstractadaptor-0.6657	qtabstractinterface-0.6657
SVN won't commit unversioned files even though they show up with svn status,9,osx,svn won t commit unversioned files even though they show up with svn status,unversioned-0.4931	svn-0.4876
What does single appostrophe mean in Scala?,13,scala,what does single appostrophe mean in scala ,appostrophe-0.671	mean-0.4664
How can I redefine a built in keyboard shortcut's behavior?,16,qt,how can i redefine a built in keyboard shortcut s behavior ,redefine-0.5517	behavior-0.4281
Split string based on delimiter in bash?,10,bash,split string based on delimiter in bash ,delimiter-0.6262	split-0.5005
Qt Animation,16,qt,qt animation,animation-0.8703	qt-0.4926
I'm working with the Entity Framework and I'm having a problem:,18,linq,i m working with the entity framework and i m having a problem ,having-0.5265	entity-0.4802
Checking if no elements in IEnumerable(Of T) - Linq element and quantifier operators,18,linq,checking if no elements in ienumerable of t linq element and quantifier operators,quantifier-0.5064	operators-0.4318
How would you make a Checkbox Cell only display on a Certain Entitys Rows in An Outline View?,8,cocoa,how would you make a checkbox cell only display on a certain entitys rows in an outline view ,entitys-0.4709	outline-0.3936
LINQ with 3 Tier,18,linq,linq with tier,tier-0.9025	linq-0.4307
Oracle Associative Array TYPE is not able to use in USING statement (If  TYPE is declared within Package),2,oracle,oracle associative array type is not able to use in using statement if type is declared within package ,type-0.4458	associative-0.4115
Search and replace in apache htaccess a RewriteRule,4,apache,search and replace in apache htaccess a rewriterule,rewriterule-0.543	replace-0.4773
Timespan to string problem in LINQ query,18,linq,timespan to string problem in linq query,timespan-0.707	string-0.3923
LINQ:: Error in getting User,18,linq,linq error in getting user,getting-0.5631	user-0.5268
LINQ ERROR : Explicit construction of entity type,18,linq,linq error explicit construction of entity type,construction-0.5635	explicit-0.5278
Bind Exclude Asp.net MVC doesn't work on LINQ Entity,18,linq,bind exclude asp net mvc doesn t work on linq entity,exclude-0.4337	bind-0.3936
Error 1325.„SharePointData” is not a valid short file name during Sharepoint uninstalling,14,sharepoint,error sharepointdata is not a valid short file name during sharepoint uninstalling,sharepointdata-0.5202	uninstalling-0.4849
Dynamically changing dropdown in excel.,5,excel,dynamically changing dropdown in excel ,dropdown-0.6142	dynamically-0.5232
Guidance on creating non conflicting workflows,14,sharepoint,guidance on creating non conflicting workflows,guidance-0.5421	conflicting-0.5139
Linq syntax in VB.NET,18,linq,linq syntax in vb net,vb-0.5993	syntax-0.5629
"Bash condition of the form - [ -n ""${VAR:-x}"" ] gets evaluated even though VAR is set",10,bash,bash condition of the form n var x gets evaluated even though var is set,var-0.6753	evaluated-0.4302
Using Spring to inject EasyMock mocks causes ClassCastException,11,spring,using spring to inject easymock mocks causes classcastexception,easymock-0.4747	mocks-0.4747
Left outer join fetch doesn't fill map collection properly (HQL),12,hibernate,left outer join fetch doesn t fill map collection properly hql ,outer-0.3902	fetch-0.3669
HQL query equivalence: Why are them different,12,hibernate,hql query equivalence why are them different,equivalence-0.6889	hql-0.4941
"In SharePoint 2007, how can I include some common items in a list, and some unique ones for each instance of the list?",14,sharepoint,in sharepoint how can i include some common items in a list and some unique ones for each instance of the list ,list-0.4614	ones-0.4186
Importing 3954275 Insert statements into Oracle 10g,2,oracle,importing insert statements into oracle g,importing-0.5846	statements-0.5652
Java Class file from SVN to Tomcat on server: How to compile automatically?,3,svn,java class file from svn to tomcat on server how to compile automatically ,compile-0.432	tomcat-0.4226
Custom joins entitys on Hibernate,12,hibernate,custom joins entitys on hibernate,entitys-0.6936	joins-0.5594
What are the advantages/disadvantages of using Oracle Auto Segment Space Management?,2,oracle,what are the advantages disadvantages of using oracle auto segment space management ,segment-0.451	disadvantages-0.4421
Use LINQ for arbitrary sorting,18,linq,use linq for arbitrary sorting,arbitrary-0.6404	sorting-0.5896
Is it recommended practice to use uniform extent sizes in Oracle tablespaces?,2,oracle,is it recommended practice to use uniform extent sizes in oracle tablespaces ,extent-0.4401	tablespaces-0.4401
Exporting Native Excel 2007 Files From .NET,5,excel,exporting native excel files from net,exporting-0.5722	native-0.5685
How to program using cat,10,bash,how to program using cat,cat-0.77	program-0.5458
Split string in Linq select statement,18,linq,split string in linq select statement,split-0.5587	statement-0.492
"Ajax.request throws a syntax error, but returns the correct value",15,ajax,ajax request throws a syntax error but returns the correct value,throws-0.4887	correct-0.3896
How to pass a command line switch to XCode when I start 'Build and Debug',9,osx,how to pass a command line switch to xcode when i start build and debug ,switch-0.4094	xcode-0.3856
Is there something like too much AJAX ? How do you handle screen resizing due to AJAX ?,15,ajax,is there something like too much ajax how do you handle screen resizing due to ajax ,resizing-0.5242	ajax-0.5102
What are zygo/meta/histo/para/futu/dyna/whatever-morphisms?,19,haskell,what are zygo meta histo para futu dyna whatever morphisms ,dyna-0.3885	futu-0.3885
What's the best way to add a composite property for binding to an existing class,8,cocoa,what s the best way to add a composite property for binding to an existing class,composite-0.4586	binding-0.4129
Hibernate getting Id from createCriteria() result,12,hibernate,hibernate getting id from createcriteria result,createcriteria-0.6614	result-0.433
"using RewriteCond, can i change how fast content is served to users in different parts of the world?",4,apache,using rewritecond can i change how fast content is served to users in different parts of the world ,rewritecond-0.4029	served-0.4029
maintaining configuration differences between dev and live environments during deployment from SVN,3,svn,maintaining configuration differences between dev and live environments during deployment from svn,environments-0.437	maintaining-0.4184
How to turn off optimization (-02) for apache modules built with APXS,4,apache,how to turn off optimization for apache modules built with apxs,apxs-0.5382	optimization-0.4484
BASH - Replace all instances of mutliple newline with a single newline,10,bash,bash replace all instances of mutliple newline with a single newline,newline-0.7318	mutliple-0.4137
Tips to sync up webapps and svn?,3,svn,tips to sync up webapps and svn ,webapps-0.6049	sync-0.5358
Change Edit Control Block link in WSS,14,sharepoint,change edit control block link in wss,wss-0.4831	edit-0.4248
"When you show and hide a div, will it re-adjust surrounding elements automagically?",15,ajax,when you show and hide a div will it re adjust surrounding elements automagically ,automagically-0.4778	surrounding-0.4637
How do I create a Sharepoint list via a feature receiver and an existing list template,14,sharepoint,how do i create a sharepoint list via a feature receiver and an existing list template,list-0.5095	receiver-0.4837
VSeWSS Administrator Privileges and <SafeControl> entry,14,sharepoint,vsewss administrator privileges and safecontrol entry,safecontrol-0.5019	administrator-0.4678
What is the correct way to tell when an NSArrayController is finished loading it's content from a persistent store?,8,cocoa,what is the correct way to tell when an nsarraycontroller is finished loading it s content from a persistent store ,finished-0.4235	nsarraycontroller-0.4047
Which is the command to query a Subversion repository for all files checked out to a specific user?,3,svn,which is the command to query a subversion repository for all files checked out to a specific user ,checked-0.4924	specific-0.3674
Linq Select Certain Properties Into Another Object?,18,linq,linq select certain properties into another object ,certain-0.5107	properties-0.4924
Oracle: Calling multiple procedures in a batch,2,oracle,oracle calling multiple procedures in a batch,procedures-0.5412	batch-0.516
SVN Firefox Plugin,3,svn,svn firefox plugin,firefox-0.7118	plugin-0.5666
How do you test that a Range in Excel has cells in it?,5,excel,how do you test that a range in excel has cells in it ,cells-0.573	range-0.5366
"How do I get the ""Measurement Units"" setting from OS X?",9,osx,how do i get the measurement units setting from os x ,measurement-0.6178	units-0.6178
Bindable LINQ (BLinq) in VB.NET,18,linq,bindable linq blinq in vb net,bindable-0.5875	blinq-0.5875
How to pass HTTP AUTH values via prototype Ajax.Request()?,15,ajax,how to pass http auth values via prototype ajax request ,auth-0.4797	prototype-0.4439
Is there any opengl example so that I can run on MacOS?,9,osx,is there any opengl example so that i can run on macos ,opengl-0.564	macos-0.5288
What are the supportable options for delivering ASP.Net 3.5 capability to SharePoint 2007?,14,sharepoint,what are the supportable options for delivering asp net capability to sharepoint ,supportable-0.5022	delivering-0.4823
Using jQuery to grab the content from CKEditor's iframe,15,ajax,using jquery to grab the content from ckeditor s iframe,ckeditor-0.558	grab-0.4822
How do I write a bash alias/function to grep all files in all subdirectories for a string?,10,bash,how do i write a bash alias function to grep all files in all subdirectories for a string ,subdirectories-0.4687	grep-0.4403
<security:custom-authentication-provider /> means?,11,spring, security custom authentication provider means ,means-0.5441	provider-0.5122
How do I execute private procedures in an Oracle package?,2,oracle,how do i execute private procedures in an oracle package ,private-0.5227	procedures-0.5032
ORA-4030 Oracle : How to resolve,2,oracle,ora oracle how to resolve,resolve-0.6752	ora-0.6388
SVN log not showing all the revisions made to a file,3,svn,svn log not showing all the revisions made to a file,revisions-0.5852	showing-0.4978
PWM/clock signal generation from a USB-1024HLS DAQ board,6,matlab,pwm clock signal generation from a usb hls daq board,daq-0.3878	hls-0.3878
Print certain tabs,5,excel,print certain tabs,tabs-0.6415	print-0.5607
how to attach an event receiver to a custom list in sharepoint?,14,sharepoint,how to attach an event receiver to a custom list in sharepoint ,receiver-0.5651	attach-0.5125
Replacing Entity in LINQ,18,linq,replacing entity in linq,replacing-0.7181	entity-0.5896
How do I enable svn commands from any directory?,3,svn,how do i enable svn commands from any directory ,commands-0.5796	enable-0.5754
Spring-AOP,11,spring,spring aop,aop-0.8805	spring-0.474
How to fetch hibernate query result as associative array of list or hashmap,12,hibernate,how to fetch hibernate query result as associative array of list or hashmap,associative-0.4848	hashmap-0.4672
Whay was writtem matlab in C instead of Fortran?,6,matlab,whay was writtem matlab in c instead of fortran ,whay-0.5466	writtem-0.5466
what is the correct way to determine that an AJAX call is successful?,15,ajax,what is the correct way to determine that an ajax call is successful ,successful-0.6204	correct-0.4768
Hibernate Specific DDL Generation,12,hibernate,hibernate specific ddl generation,ddl-0.5954	generation-0.5954
How to plot a nonlinear system of 3 equations with 3 symbolic variables in matlab?,6,matlab,how to plot a nonlinear system of equations with symbolic variables in matlab ,nonlinear-0.5512	equations-0.4545
How to set an svn repository path to a server path?,3,svn,how to set an svn repository path to a server path ,path-0.7567	repository-0.3739
Drupal/Ubercart ... node styling?,17,drupal,drupal ubercart node styling ,styling-0.6052	ubercart-0.5892
"In SharePoint 2007, how can I have one list displayed on two different sites/workspaces?",14,sharepoint,in sharepoint how can i have one list displayed on two different sites workspaces ,workspaces-0.5797	displayed-0.4706
Optimizing SELECT Query on Oracle 10 Dense Unique Index,2,oracle,optimizing select query on oracle dense unique index,dense-0.5294	optimizing-0.4644
Implementing Tiny MCE As Local HTML Editor,4,apache,implementing tiny mce as local html editor,mce-0.5211	tiny-0.5004
sharepoint logging/trace,14,sharepoint,sharepoint logging trace,trace-0.7128	logging-0.6044
How to use the jQuery Cycle Plugin with WordPress?,1,wordpress,how to use the jquery cycle plugin with wordpress ,cycle-0.6698	plugin-0.4328
Qt conflicting with GLee,16,qt,qt conflicting with glee,glee-0.7039	conflicting-0.6407
Cannot Connect with TOAD but Can with Other Tools/Apps,2,oracle,cannot connect with toad but can with other tools apps,toad-0.6017	apps-0.495
Grouping commited files together (as a single commit) after you've already committed them to the repository in Svn?,3,svn,grouping commited files together as a single commit after you ve already committed them to the repository in svn ,commited-0.4506	ve-0.4271
Is there a way to view relationships in Oracle SQL Developer?,2,oracle,is there a way to view relationships in oracle sql developer ,relationships-0.5317	developer-0.5236
"Parsing an Excel file in C#, the cells seem to get cut off at 255 characters... how do I stop that?",5,excel,parsing an excel file in c the cells seem to get cut off at characters how do i stop that ,cut-0.4799	parsing-0.4166
Configure Apache to recover from mod_python errors,4,apache,configure apache to recover from mod_python errors,recover-0.5481	mod_python-0.5327
"Sharepoint features, custom aspx pages at various site levels",14,sharepoint,sharepoint features custom aspx pages at various site levels,levels-0.458	various-0.4305
method @Secured suppose to throw error when no user authenticated yet,11,spring,method secured suppose to throw error when no user authenticated yet,secured-0.4697	suppose-0.4697
How to format a matrix for saving,6,matlab,how to format a matrix for saving,saving-0.6272	matrix-0.5533
Creating a bundle - What's going wrong?,8,cocoa,creating a bundle what s going wrong ,going-0.5563	bundle-0.5344
Why does authorization fail when I commit to svn using VisualSVN?,3,svn,why does authorization fail when i commit to svn using visualsvn ,authorization-0.5082	visualsvn-0.4856
Retain cell address when sorting list,5,excel,retain cell address when sorting list,retain-0.5762	sorting-0.4665
Writing a pre-commit hook using SharpSvn. Does it lack svnlook propget?,3,svn,writing a pre commit hook using sharpsvn does it lack svnlook propget ,propget-0.4098	lack-0.3819
SharePoint List Column Today's Date,14,sharepoint,sharepoint list column today s date,today-0.6447	date-0.442
Is there a way to determine if a top level Qt window has been moved?,16,qt,is there a way to determine if a top level qt window has been moved ,moved-0.5441	determine-0.4423
How to check in a bash script if something is running and exit if it is.,10,bash,how to check in a bash script if something is running and exit if it is ,exit-0.5849	check-0.4617
Mixing Single and Double Quotations in Bash,10,bash,mixing single and double quotations in bash,quotations-0.6078	mixing-0.4919
"Marking file as executable on OSX using C (Carbon, standard C/C++)",9,osx,marking file as executable on osx using c carbon standard c c ,marking-0.5213	carbon-0.4629
LINQ Newbie: Moving Nodes,18,linq,linq newbie moving nodes,newbie-0.5823	moving-0.5408
Redirecting a Directory to a Script on Apache,4,apache,redirecting a directory to a script on apache,redirecting-0.6398	directory-0.4957
"SVN checkout the contents of a folder, not the folder itself",3,svn,svn checkout the contents of a folder not the folder itself,folder-0.7574	contents-0.4274
How do I use System.Net.WebRequest to access an .htaccess protected page?,4,apache,how do i use system net webrequest to access an htaccess protected page ,webrequest-0.562	protected-0.4626
Creating object named after the value of an NSString - is it possible?,8,cocoa,creating object named after the value of an nsstring is it possible ,named-0.494	nsstring-0.4871
How can I construct and parse a JSON string in Scala / Lift,13,scala,how can i construct and parse a json string in scala lift,construct-0.5063	lift-0.4486
NSPopUpButtonCell inside custom cell does not pop up when clicked.,8,cocoa,nspopupbuttoncell inside custom cell does not pop up when clicked ,nspopupbuttoncell-0.4942	pop-0.4651
How to do GUI for bash scripts?,10,bash,how to do gui for bash scripts ,scripts-0.6748	gui-0.618
LINQ Object Persistance,18,linq,linq object persistance,persistance-0.812	object-0.4637
Run a method on all objects within a collection,18,linq,run a method on all objects within a collection,collection-0.5172	objects-0.5035
"best way to start learning Cococa in iPhone or OSX, espeicaly getting the big picture",8,cocoa,best way to start learning cococa in iphone or osx espeicaly getting the big picture,espeicaly-0.4171	cococa-0.4005
hibernate cascade question,12,hibernate,hibernate cascade question,cascade-0.7488	question-0.5404
"When does Linq's Take, take the results?",18,linq,when does linq s take take the results ,results-0.7058	does-0.532
Can I coerce Apache into not including a WWW-Authenticate header for failed HTTP Basic Auth?,4,apache,can i coerce apache into not including a www authenticate header for failed http basic auth ,coerce-0.4143	authenticate-0.3697
Source Unavailable under a OpenSource license,4,apache,source unavailable under a opensource license,unavailable-0.5758	opensource-0.5458
How to upload a file using asp.net without posting the whole page back?,15,ajax,how to upload a file using asp net without posting the whole page back ,posting-0.5365	upload-0.4513
Dummy blog entries for Wordpress theme development,1,wordpress,dummy blog entries for wordpress theme development,dummy-0.5641	entries-0.4755
LINQ - NOT selecting certain fields?,18,linq,linq not selecting certain fields ,selecting-0.6138	certain-0.5204
Postback or Callback?,15,ajax,postback or callback ,postback-0.7381	callback-0.6747
Is it safe to put database file in htdocs?,4,apache,is it safe to put database file in htdocs ,htdocs-0.7073	safe-0.5174
MS MVC form AJAXifying techniques,15,ajax,ms mvc form ajaxifying techniques,ajaxifying-0.5766	techniques-0.5058
How do I work with and XML tag within a string?,18,linq,how do i work with and xml tag within a string ,tag-0.598	work-0.4719
Can the same files be committed to 2 SVN repositories?,3,svn,can the same files be committed to svn repositories ,committed-0.6514	repositories-0.5707
Why is PartialFunction <: Function in Scala?,13,scala,why is partialfunction function in scala ,partialfunction-0.8268	function-0.4265
How can i debug this ajax script for IE?,15,ajax,how can i debug this ajax script for ie ,debug-0.7101	script-0.538
Unable to make Firefox open Ack's output,9,osx,unable to make firefox open ack s output,ack-0.5774	firefox-0.4369
SVN Checkout of drupal to another site,3,svn,svn checkout of drupal to another site,checkout-0.6255	site-0.5329
"javascript, html and browsing, is there an easy solution?",15,ajax,javascript html and browsing is there an easy solution ,browsing-0.5872	easy-0.45
Sharepoint User Favorite Documents,14,sharepoint,sharepoint user favorite documents,favorite-0.6338	documents-0.5755
Scala: How do I cast a variable?,13,scala,scala how do i cast a variable ,cast-0.7571	variable-0.5317
Excel hangs when printing the first time from ASP.NET webservice,5,excel,excel hangs when printing the first time from asp net webservice,webservice-0.4785	hangs-0.4691
LINQ query for a forum,18,linq,linq query for a forum,forum-0.8207	query-0.438
Rar command - ignore certain folders,3,svn,rar command ignore certain folders,rar-0.6115	folders-0.4278
what is the difference between ajax and jquery and which one is better ?,15,ajax,what is the difference between ajax and jquery and which one is better ,better-0.5832	difference-0.5314
Default HTML style for controls,16,qt,default html style for controls,controls-0.5682	style-0.52
"C# Ranking of objects, multiple criteria",18,linq,c ranking of objects multiple criteria,ranking-0.6877	criteria-0.4764
Branching Strategies (in Subversion) for Multiple Products from One Codebase,3,svn,branching strategies in subversion for multiple products from one codebase,codebase-0.5196	strategies-0.4817
How to develop drupal site on local server or on test server before publishing it,17,drupal,how to develop drupal site on local server or on test server before publishing it,server-0.5385	develop-0.4273
Return value of nth or last match,5,excel,return value of nth or last match,nth-0.6405	match-0.4999
Moving SharePoint (MOSS 2007) Sites,14,sharepoint,moving sharepoint moss sites,sites-0.5524	moving-0.5485
"Haskell: can't use ""map putStrLn"" ?",19,haskell,haskell can t use map putstrln ,putstrln-0.7236	map-0.4881
How to set author name for subversion when i'm using svn:keywords,3,svn,how to set author name for subversion when i m using svn keywords,keywords-0.6085	author-0.5089
Sharepoint as a high volume information system,14,sharepoint,sharepoint as a high volume information system,volume-0.6003	high-0.5749
Drupal 5: Flag module - display user flagged items in a block,17,drupal,drupal flag module display user flagged items in a block,flagged-0.5185	flag-0.43
"Drupal node_save no longer returns $nid, so how do I get it?",17,drupal,drupal node_save no longer returns nid so how do i get it ,nid-0.5361	node_save-0.5361
"Try to svn checkout, but get: svn: '.' is already a working copy for a different URL",3,svn,try to svn checkout but get svn is already a working copy for a different url,svn-0.4969	try-0.4558
Multiple Pivot Charts SetSourceData Error,5,excel,multiple pivot charts setsourcedata error,setsourcedata-0.6031	charts-0.5143
Default value for PivotChart Report Filter/Page Field,5,excel,default value for pivotchart report filter page field,pivotchart-0.5671	report-0.4268
Unique hardware ID in MacOSX,9,osx,unique hardware id in macosx,hardware-0.5837	macosx-0.5153
Using a ref cursor as input type with ODP.NET,2,oracle,using a ref cursor as input type with odp net,odp-0.4926	ref-0.4746
Linq to SQL Performance using contains.,18,linq,linq to sql performance using contains ,contains-0.5952	performance-0.5303
"Apache is incorrectly converting jsp pages to ""text/plain""",4,apache,apache is incorrectly converting jsp pages to text plain ,plain-0.4783	incorrectly-0.4702
SVN folder to new repository root,3,svn,svn folder to new repository root,root-0.5354	folder-0.4657
how to make a PHP process auto-restart when dead?,10,bash,how to make a php process auto restart when dead ,restart-0.508	dead-0.5023
Howto: enable anonymous surveys in sharepoint,14,sharepoint,howto enable anonymous surveys in sharepoint,surveys-0.5969	howto-0.4718
How I can disable the second-level cache of some certain entities in Hibernate with changing annotations,12,hibernate,how i can disable the second level cache of some certain entities in hibernate with changing annotations,second-0.3739	entities-0.3626
How to do internal svn:externals,3,svn,how to do internal svn externals,internal-0.6586	externals-0.651
SharePoint API to get Crawling information,14,sharepoint,sharepoint api to get crawling information,crawling-0.6819	information-0.4891
How to check existence of a program in the path,13,scala,how to check existence of a program in the path,existence-0.6457	program-0.45
hibernate auto join conditions,12,hibernate,hibernate auto join conditions,conditions-0.6535	auto-0.4994
indexing data in Hibernate Search,12,hibernate,indexing data in hibernate search,indexing-0.7013	search-0.485
How to encode string in Oracle?,2,oracle,how to encode string in oracle ,encode-0.7735	string-0.4998
How do I get a web part to refresh in IE?,14,sharepoint,how do i get a web part to refresh in ie ,refresh-0.8284	web-0.5602
How do I conditionally add a line to Apache  .htaccess based on the domain?,4,apache,how do i conditionally add a line to apache htaccess based on the domain ,conditionally-0.5317	domain-0.4064
Looking to start SharePoint alert after a field change in InfoPath Form,14,sharepoint,looking to start sharepoint alert after a field change in infopath form,infopath-0.4552	alert-0.4423
Access denied when blaming with ToroiseSVN,3,svn,access denied when blaming with toroisesvn,blaming-0.5897	toroisesvn-0.5897
run a same haskell application take diff time,19,haskell,run a same haskell application take diff time,diff-0.5846	run-0.4516
Should I bring HTML snippets or JSON?,15,ajax,should i bring html snippets or json ,bring-0.5734	snippets-0.5479
NSImage to Base64,8,cocoa,nsimage to base ,nsimage-0.748	base-0.6637
How to make binary distribution of Qt application for Linux,16,qt,how to make binary distribution of qt application for linux,distribution-0.5531	binary-0.4461
how to use foreach in linq,18,linq,how to use foreach in linq,foreach-0.7949	use-0.4479
How do I access the onresize event from a SharePoint Web Part?,14,sharepoint,how do i access the onresize event from a sharepoint web part ,onresize-0.6851	event-0.4384
Disable Apache 503 response when Tomcat is down,4,apache,disable apache response when tomcat is down,response-0.5591	disable-0.5369
Bash Customizations,10,bash,bash customizations,customizations-0.9186	bash-0.3951
Where is user specified data being stored on MacOS,9,osx,where is user specified data being stored on macos,specified-0.5301	macos-0.5273
How would you make a text cell in a an Outline View show how many children the parent row has?,8,cocoa,how would you make a text cell in a an outline view show how many children the parent row has ,outline-0.4439	children-0.4232
"Read only ""N"" bytes from a file in Cocoa",8,cocoa,read only n bytes from a file in cocoa,bytes-0.6816	read-0.5047
linq case statement,18,linq,linq case statement,statement-0.6527	case-0.6404
OS X Keychain's Password Assistant feature via Terminal,9,osx,os x keychain s password assistant feature via terminal,assistant-0.5409	keychain-0.4827
How do I determine the size of a SharePoint list?,14,sharepoint,how do i determine the size of a sharepoint list ,determine-0.6018	size-0.5632
"Why does ""anonymous"" need read access in authz in order for TortoiseSVN to do a diff or log?",3,svn,why does anonymous need read access in authz in order for tortoisesvn to do a diff or log ,authz-0.4482	tortoisesvn-0.3663
"Faster 'select distinct thing_id,thing_name from table1' in oracle",2,oracle,faster select distinct thing_id thing_name from table in oracle,thing_id-0.5021	thing_name-0.5021
Hibernate - Selecting across multiple joins with collections,12,hibernate,hibernate selecting across multiple joins with collections,joins-0.5381	selecting-0.5286
"When using Linq, is DbNull equivalent to Null?",18,linq,when using linq is dbnull equivalent to null ,dbnull-0.6656	null-0.4568
How can I store my Rewrite Rules in a database?,4,apache,how can i store my rewrite rules in a database ,rules-0.5808	store-0.5073
"Extending data context classes (interface, new properties etc)",18,linq,extending data context classes interface new properties etc ,extending-0.4717	interface-0.3918
Using NSProxy and forwardInvocation:,8,cocoa,using nsproxy and forwardinvocation ,forwardinvocation-0.6833	nsproxy-0.6833
newly installed apache serving html content as text,4,apache,newly installed apache serving html content as text,newly-0.4891	serving-0.4768
Confusing Subversion Status !M,3,svn,confusing subversion status m,confusing-0.7433	status-0.5397
Garbage Collection Crash using NSImage,8,cocoa,garbage collection crash using nsimage,crash-0.519	garbage-0.519
How to get Oracle create table statement in SQL*Plus,2,oracle,how to get oracle create table statement in sql plus,plus-0.578	statement-0.4599
